ID,vehicle_ID,url,sortOrder
50000000-5000-5000-5000-500000000001,40000000-4000-4000-4000-400000000001,https://commons.wikimedia.org/wiki/Special:FilePath/Volkswagen_Golf_VIII_IMG_2044.jpg,0
50000000-5000-5000-5000-500000000002,40000000-4000-4000-4000-400000000002,https://commons.wikimedia.org/wiki/Special:FilePath/BMW_3_Series_(G20).jpg,0
50000000-5000-5000-5000-500000000003,40000000-4000-4000-4000-400000000003,https://commons.wikimedia.org/wiki/Special:FilePath/Mercedes-Benz_C200_AVANTGARDE_(W206)_front.jpg,0
50000000-5000-5000-5000-500000000004,40000000-4000-4000-4000-400000000004,https://commons.wikimedia.org/wiki/Special:FilePath/Audi_A4_B9_sedans_(FL)_1X7A6816.jpg,0
50000000-5000-5000-5000-500000000005,40000000-4000-4000-4000-400000000005,https://commons.wikimedia.org/wiki/Special:FilePath/Porsche_992_Carrera_S_coupe_IMG_5838.jpg,0
50000000-5000-5000-5000-500000000006,40000000-4000-4000-4000-400000000006,https://commons.wikimedia.org/wiki/Special:FilePath/2021_Volkswagen_Tiguan_R_Line.jpg,0
50000000-5000-5000-5000-500000000007,40000000-4000-4000-4000-400000000007,https://commons.wikimedia.org/wiki/Special:FilePath/BMW_G05_IMG_0919.jpg,0
50000000-5000-5000-5000-500000000008,40000000-4000-4000-4000-400000000008,https://commons.wikimedia.org/wiki/Special:FilePath/%C5%A0koda_Octavia_IV_Combi_(2019_-_2022)_(52053010208).jpg,0
50000000-5000-5000-5000-500000000009,40000000-4000-4000-4000-400000000009,https://commons.wikimedia.org/wiki/Special:FilePath/Opel_Astra_L.jpg,0
50000000-5000-5000-5000-500000000010,40000000-4000-4000-4000-400000000010,https://commons.wikimedia.org/wiki/Special:FilePath/Volkswagen_Golf_VIII_Facelift_IMG_8947.jpg,0
50000000-5000-5000-5000-500000000011,40000000-4000-4000-4000-400000000011,https://commons.wikimedia.org/wiki/Special:FilePath/Volkswagen_Passat_2.0TSI_R-Line_(B8)_front.jpg,0
50000000-5000-5000-5000-500000000012,40000000-4000-4000-4000-400000000012,https://commons.wikimedia.org/wiki/Special:FilePath/BMW_520d_G30_2019.jpg,0
50000000-5000-5000-5000-500000000013,40000000-4000-4000-4000-400000000013,https://commons.wikimedia.org/wiki/Special:FilePath/Mercedes-Benz_W213_Facelift_IMG_3726.jpg,0
50000000-5000-5000-5000-500000000014,40000000-4000-4000-4000-400000000014,https://commons.wikimedia.org/wiki/Special:FilePath/Audi_Q5_FY_Facelift_IMG_4139.jpg,0
50000000-5000-5000-5000-500000000015,40000000-4000-4000-4000-400000000015,https://commons.wikimedia.org/wiki/Special:FilePath/Audi_RS6_Avant_C8_IMG_5683.jpg,0
